Date,	TB3MS,	SP500,	Dividend,	Earnings,	Risk-free
01/12/94	,5.6	,455.19	    ,13.17	,30.60	,1.004551007
01/01/95	,5.71	,465.25	    ,13.18	,31.25	,1.004638166
01/02/95	,5.77	,481.92	    ,13.18	,31.90	,1.004685672
01/03/95	,5.73	,493.15	    ,13.17	,32.55	,1.004654004
01/04/95	,5.65	,507.91	    ,13.24	,33.18	,1.004590635
01/05/95	,5.67	,523.81	    ,13.31	,33.80	,1.004606481
01/06/95	,5.47	,539.35	    ,13.36	,34.43	,1.004447893
01/07/95	,5.42	,557.37	    ,13.44	,34.68	,1.004408203
01/08/95	,5.4	,559.11	    ,13.51	,34.93	,1.004392322
01/09/95	,5.28	,578.77	    ,13.58	,35.18	,1.004296979
01/10/95	,5.28	,582.92	    ,13.65	,34.77	,1.004296979
01/11/95	,5.36	,595.53	    ,13.72	,34.37	,1.004360552
01/12/95	,5.14	,614.57	    ,13.79	,33.96	,1.004185619
01/01/96	,5	    ,614.42	    ,13.89	,33.99	,1.004074124
01/02/96	,4.83	,649.54	    ,14.00	,34.01	,1.003938553
01/03/96	,4.96	,647.07	    ,14.10	,34.04	,1.004042243
01/04/96	,4.95	,647.17	    ,14.16	,34.33	,1.004034271
01/05/96	,5.02	,661.23	    ,14.21	,34.62	,1.00409006
01/06/96	,5.09	,668.50	    ,14.27	,34.91	,1.004145815
01/07/96	,5.15	,644.07	    ,14.40	,35.27	,1.004193578
01/08/96	,5.05	,662.68	    ,14.53	,35.64	,1.004113959
01/09/96	,5.09	,674.88	    ,14.66	,36.00	,1.004145815
01/10/96	,4.99	,701.46	    ,14.74	,36.91	,1.004066155
01/11/96	,5.03	,735.67	    ,14.82	,37.82	,1.004098027
01/12/96	,4.91	,743.25	    ,14.90	,38.73	,1.004002376
01/01/97	,5.03	,766.22	    ,14.95	,39.23	,1.004098027
01/02/97	,5.01	,798.39	    ,15.01	,39.74	,1.004082092
01/03/97	,5.14	,792.16	    ,15.06	,40.24	,1.004185619
01/04/97	,5.16	,763.93	    ,15.09	,40.34	,1.004201536
01/05/97	,5.05	,833.09	    ,15.13	,40.45	,1.004113959
01/06/97	,4.93	,876.29	    ,15.16	,40.55	,1.004018325
01/07/97	,5.05	,925.29	    ,15.22	,40.58	,1.004113959
01/08/97	,5.14	,927.24	    ,15.27	,40.61	,1.004185619
01/09/97	,4.95	,937.02	    ,15.33	,40.64	,1.004034271
01/10/97	,4.97	,951.16	    ,15.39	,40.33	,1.004050214
01/11/97	,5.14	,938.92	    ,15.44	,40.03	,1.004185619
01/12/97	,5.16	,962.37	    ,15.50	,39.72	,1.004201536
01/01/98	,5.04	,963.36	    ,15.55	,39.66	,1.004105994
01/02/98	,5.09	,1023.74	,15.60	,39.60	,1.004145815
01/03/98	,5.03	,1076.83	,15.64	,39.54	,1.004098027
01/04/98	,4.95	,1112.20	,15.75	,39.35	,1.004034271
01/05/98	,5	    ,1108.42	,15.85	,39.16	,1.004074124
01/06/98	,4.98	,1108.39	,15.95	,38.97	,1.004058185
01/07/98	,4.96	,1156.58	,16.02	,38.68	,1.004042243
01/08/98	,4.9	,1074.62	,16.08	,38.38	,1.003994401
01/09/98	,4.61	,1020.64	,16.14	,38.09	,1.003762809
01/10/98	,3.96	,1032.47	,16.17	,37.96	,1.003241578
01/11/98	,4.41	,1144.43	,16.18	,37.84	,1.003602747
01/12/98	,4.39	,1190.05	,16.20	,37.71	,1.003586725
01/01/99	,4.34	,1248.77	,16.28	,37.93	,1.003546659
01/02/99	,4.44	,1246.58	,16.37	,38.16	,1.003626774
01/03/99	,4.44	,1281.66	,16.45	,38.38	,1.003626774
01/04/99	,4.29	,1334.76	,16.45	,39.26	,1.003506575
01/05/99	,4.5	,1332.07	,16.45	,40.14	,1.003674809
01/06/99	,4.57	,1322.55	,16.45	,41.02	,1.003730819
01/07/99	,4.55	,1380.99	,16.51	,42.00	,1.00371482
01/08/99	,4.72	,1327.49	,16.58	,42.98	,1.003850723
01/09/99	,4.68	,1318.17	,16.64	,43.96	,1.003818764
01/10/99	,4.86	,1300.01	,16.66	,45.36	,1.003962492
01/11/99	,5.07	,1391.00	,16.67	,46.77	,1.004129889
01/12/99	,5.2	,1428.68	,16.69	,48.17	,1.004233362
01/01/00	,5.32	,1425.59	,16.71	,49.10	,1.004328771
01/02/00	,5.55	,1388.87	,16.74	,50.02	,1.004511361
01/03/00	,5.69	,1442.21	,16.76	,50.95	,1.004622325
01/04/00	,5.66	,1461.36	,16.74	,51.27	,1.004598558
01/05/00	,5.79	,1418.48	,16.72	,51.60	,1.004701502
01/06/00	,5.69	,1461.96	,16.70	,51.92	,1.004622325
01/07/00	,5.96	,1473.00	,16.58	,52.51	,1.004835945
01/08/00	,6.09	,1485.46	,16.47	,53.11	,1.004938622
01/09/00	,6	    ,1468.05	,16.35	,53.70	,1.004867551
01/10/00	,6.11	,1390.14	,16.32	,52.47	,1.004954408
01/11/00	,6.17	,1378.04	,16.30	,51.23	,1.00500175
01/12/00	,5.77	,1330.93	,16.27	,50.00	,1.004685672
01/01/01	,5.15	,1335.63	,16.17	,48.48	,1.004193578
01/02/01	,4.88	,1305.75	,16.07	,46.96	,1.003978448
01/03/01	,4.42	,1185.85	,15.97	,45.44	,1.003610757
01/04/01	,3.87	,1189.84	,15.88	,42.56	,1.003169172
01/05/01	,3.62	,1270.37	,15.78	,39.67	,1.002967743
01/06/01	,3.49	,1238.71	,15.69	,36.79	,1.002862824
01/07/01	,3.51	,1204.45	,15.71	,33.96	,1.002878973
01/08/01	,3.36	,1178.50	,15.72	,31.14	,1.002757784
01/09/01	,2.64	,1044.64	,15.74	,28.31	,1.002173821
01/10/01	,2.16	,1076.59	,15.74	,27.10	,1.001782422
01/11/01	,1.87	,1129.68	,15.74	,25.90	,1.001545135
01/12/01	,1.69	,1144.93	,15.74	,24.69	,1.001397541
01/01/02	,1.65	,1140.21	,15.74	,24.69	,1.00136471
01/02/02	,1.72	,1100.67	,15.73	,24.70	,1.001422157
01/03/02	,1.79	,1153.79	,15.73	,24.70	,1.001479567
01/04/02	,1.71	,1111.93	,15.83	,25.38	,1.001413952
01/05/02	,1.73	,1079.25	,15.94	,26.06	,1.00143036
01/06/02	,1.7	,1014.02	,16.04	,26.74	,1.001405747
01/07/02	,1.68	,903.59	    ,15.96	,27.84	,1.001389334
01/08/02	,1.62	,912.55	    ,15.88	,28.94	,1.001340079
01/09/02	,1.63	,867.81	    ,15.80	,30.04	,1.00134829
01/10/02	,1.58	,854.63	    ,15.89	,29.22	,1.001307227
01/11/02	,1.23	,909.93	    ,15.98	,28.41	,1.001019267
01/12/02	,1.19	,899.18	    ,16.07	,27.59	,1.000986299
01/01/03	,1.17	,895.84	    ,16.12	,28.50	,1.00096981
01/02/03	,1.17	,837.03	    ,16.17	,29.41	,1.00096981
01/03/03	,1.13	,846.63	    ,16.22	,30.32	,1.000936825
01/04/03	,1.13	,890.03	    ,16.20	,31.73	,1.000936825
01/05/03	,1.07	,935.96	    ,16.19	,33.14	,1.000887323
01/06/03	,0.92	,988.00	    ,16.17	,34.55	,1.000763453
01/07/03	,0.9	,992.54	    ,16.31	,35.89	,1.000746924
01/08/03	,0.95	,989.53	    ,16.45	,37.24	,1.00078824
01/09/03	,0.94	,1019.44	,16.59	,38.58	,1.000779979
01/10/03	,0.92	,1038.73	,16.86	,41.97	,1.000763453
01/11/03	,0.93	,1049.90	,17.12	,45.35	,1.000771716
01/12/03	,0.9	,1080.64	,17.39	,48.74	,1.000746924
01/01/04	,0.88	,1132.52	,17.60	,49.83	,1.000730392
01/02/04	,0.93	,1143.36	,17.81	,50.91	,1.000771716
01/03/04	,0.94	,1123.98	,18.02	,52.00	,1.000779979
01/04/04	,0.94	,1133.36	,18.21	,53.38	,1.000779979
01/05/04	,1.02	,1102.78	,18.41	,54.77	,1.000846052
01/06/04	,1.27	,1132.76	,18.60	,56.15	,1.001052222
01/07/04	,1.33	,1105.85	,18.79	,56.69	,1.001101634
01/08/04	,1.48	,1088.94	,18.97	,57.23	,1.001225045
01/09/04	,1.65	,1117.66	,19.16	,57.77	,1.00136471
01/10/04	,1.76	,1117.21	,19.25	,58.03	,1.001454967
01/11/04	,2.07	,1168.94	,19.35	,58.29	,1.001708847
01/12/04	,2.19	,1199.21	,19.44	,58.55	,1.001806934
01/01/05	,2.33	,1181.41	,19.70	,59.11	,1.001921235
01/02/05	,2.54	,1199.63	,19.97	,59.66	,1.002092418
01/03/05	,2.74	,1194.90	,20.23	,60.22	,1.002255151
01/04/05	,2.78	,1164.43	,20.46	,61.23	,1.002287662
01/05/05	,2.84	,1178.28	,20.70	,62.25	,1.002336408
01/06/05	,2.97	,1202.25	,20.93	,63.26	,1.002441935
01/07/05	,3.22	,1222.24	,21.11	,64.33	,1.002644528
01/08/05	,3.44	,1224.27	,21.29	,65.40	,1.002822438
01/09/05	,3.42	,1225.92	,21.47	,66.47	,1.002806279
01/10/05	,3.71	,1191.96	,21.72	,67.59	,1.003040309
01/11/05	,3.88	,1237.37	,21.97	,68.71	,1.00317722
01/12/05	,3.89	,1262.07	,22.22	,69.83	,1.003185267
01/01/06	,4.24	,1278.73	,22.41	,70.78	,1.003466473
01/02/06	,4.43	,1276.65	,22.59	,71.72	,1.003618766
01/03/06	,4.51	,1293.74	,22.78	,72.67	,1.003682813
01/04/06	,4.6	,1302.17	,23.00	,73.28	,1.003754812
01/05/06	,4.72	,1290.01	,23.22	,73.88	,1.003850723
01/06/06	,4.79	,1253.17	,23.44	,74.49	,1.003906624
01/07/06	,4.95	,1260.24	,23.66	,75.85	,1.004034271
01/08/06	,4.96	,1287.15	,23.88	,77.21	,1.004042243
01/09/06	,4.81	,1317.74	,24.10	,78.57	,1.00392259
01/10/06	,4.92	,1363.38	,24.36	,79.55	,1.004010351
01/11/06	,4.94	,1388.64	,24.62	,80.53	,1.004026298
01/12/06	,4.85	,1416.42	,24.88	,81.51	,1.003954513
01/01/07	,4.98	,1424.16	,25.08	,82.06	,1.004058185
01/02/07	,5.03	,1444.80	,25.29	,82.60	,1.004098027
01/03/07	,4.94	,1406.95	,25.49	,83.15	,1.004026298
01/04/07	,4.87	,1463.64	,25.72	,83.74	,1.00397047
01/05/07	,4.73	,1511.14	,25.94	,84.33	,1.003858711
01/06/07	,4.61	,1514.19	,26.17	,84.92	,1.003762809
01/07/07	,4.82	,1520.71	,26.44	,82.81	,1.003930572
01/08/07	,4.2	,1454.62	,26.71	,80.71	,1.003434379
01/09/07	,3.89	,1497.12	,26.98	,78.60	,1.003185267
01/10/07	,3.9	,1539.66	,27.23	,74.46	,1.003193314
01/11/07	,3.27	,1463.39	,27.48	,70.32	,1.002684992
01/12/07	,3	   ,1479.22	    ,27.73	,66.18	,1.00246627
01/01/08	,2.75	,1378.76	,27.92	,64.25	,1.00226328
01/02/08	,2.12	,1354.87	,28.11	,62.32	,1.00174973
01/03/08	,1.26	,1316.94	,28.30	,60.39	,1.001043985
01/04/08	,1.29	,1370.47	,28.44	,57.38	,1.001068696
01/05/08	,1.73	,1403.22	,28.57	,54.38	,1.00143036
01/06/08	,1.86	,1341.25	,28.71	,51.37	,1.001536941
01/07/08	,1.63	,1257.33	,28.76	,49.56	,1.00134829
01/08/08	,1.72	,1281.47	,28.80	,47.76	,1.001422157
01/09/08	,1.13	,1216.95	,28.85	,45.95	,1.000936825
01/10/08	,0.67	,968.80	    ,28.70	,35.59	,1.000556626
01/11/08	,0.19	,883.04	    ,28.54	,25.24	,1.000158196
01/12/08	,0.03	,877.56	    ,28.39	,14.88	,1.000024997
01/01/09	,0.13	,865.58	    ,28.01	,12.21	,1.000108269
01/02/09	,0.3	,805.23	    ,27.64	,9.53	,1.000249657
01/03/09	,0.21	,757.13	    ,27.26	,6.86	,1.000174832
01/04/09	,0.16	,848.15	    ,26.70	,7.08	,1.000133236
01/05/09	,0.18	,902.41	    ,26.15	,7.29	,1.000149876
01/06/09	,0.18	,926.12	    ,25.59	,7.51	,1.000149876
01/07/09	,0.18	,935.82	    ,25.03	,9.19	,1.000149876
01/08/09	,0.17	,1009.73	,24.46	,10.86	,1.000141556
01/09/09	,0.12	,1044.55	,23.90	,12.54	,1.000099945
01/10/09	,0.07	,1067.66	,23.40	,25.35	,1.000058315
01/11/09	,0.05	,1088.07	,22.91	,38.16	,1.000041657
01/12/09	,0.05	,1110.38	,22.41	,50.97	,1.000041657
01/01/10	,0.06	,1123.58	,22.24	,54.29	,1.000049986
01/02/10	,0.11	,1089.16	,22.07	,57.61	,1.00009162
01/03/10	,0.15	,1152.05	,21.90	,60.93	,1.000124914
01/04/10	,0.16	,1197.32	,21.95	,62.99	,1.000133236
01/05/10	,0.16	,1125.06	,21.99	,65.04	,1.000133236
01/06/10	,0.12	,1083.36	,22.04	,67.10	,1.000099945
01/07/10	,0.16	,1079.80	,22.14	,68.69	,1.000133236
01/08/10	,0.16	,1087.28	,22.25	,70.27	,1.000133236
01/09/10	,0.15	,1122.08	,22.35	,71.86	,1.000124914
01/10/10	,0.13	,1171.58	,22.48	,73.69	,1.000108269
01/11/10	,0.14	,1198.89	,22.60	,75.52	,1.000116592
01/12/10	,0.14	,1241.53	,22.73	,77.35	,1.000116592
01/01/11	,0.15	,1282.62	,22.96	,78.67	,1.000124914
01/02/11	,0.13	,1321.12	,23.20	,79.99	,1.000108269
01/03/11	,0.1	,1304.49	,23.43	,81.31	,1.000083295
01/04/11	,0.06	,1331.51	,23.73	,82.16	,1.000049986
01/05/11	,0.04	,1338.31	,24.04	,83.02	,1.000033327
01/06/11	,0.04	,1287.29	,24.34	,83.87	,1.000033327
01/07/11	,0.04	,1325.19	,24.62	,84.91	,1.000033327
01/08/11	,0.02	,1185.31	,24.90	,85.94	,1.000016665
01/09/11	,0.01	,1173.88	,25.18	,86.98	,1.000008333
01/10/11	,0.02	,1207.22	,25.60	,86.97	,1.000016665
01/11/11	,0.01	,1226.42	,26.01	,86.96	,1.000008333
01/12/11	,0.01	,1243.32	,26.43	,86.95	,1.000008333
01/01/12	,0.03	,1300.58	,26.74	,87.48	,1.000024997
01/02/12	,0.09	,1352.49	,27.04	,88.01	,1.000074969
01/03/12	,0.08	,1389.24	,27.35	,88.54	,1.000066642
01/04/12	,0.08	,1386.43	,27.67	,88.33	,1.000066642
01/05/12	,0.09	,1341.27	,28.00	,88.13	,1.000074969
01/06/12	,0.09	,1323.48	,28.32	,87.92	,1.000074969
01/07/12	,0.1	,1359.78	,28.74	,87.45	,1.000083295
01/08/12	,0.1	,1403.45	,29.17	,86.97	,1.000083295
01/09/12	,0.11	,1443.42	,29.59	,86.50	,1.00009162
01/10/12	,0.1	,1437.82	,30.14	,86.50	,1.000083295
01/11/12	,0.09	,1394.51	,30.70	,86.51	,1.000074969
01/12/12	,0.07	,1422.29	,31.25	,86.51	,1.000058315
01/01/13	,0.07	,1480.40	,31.54	,86.91	,1.000058315
01/02/13	,0.1	,1512.31	,31.82	,87.30	,1.000083295
01/03/13	,0.09	,1550.83	,32.11	,87.70	,1.000074969
01/04/13	,0.06	,1570.70	,32.50	,88.78	,1.000049986
01/05/13	,0.04	,1639.84	,32.88	,89.87	,1.000033327
01/06/13	,0.05	,1618.77	,33.27	,90.95	,1.000041657
01/07/13	,0.04	,1668.68	,33.65	,92.09	,1.000033327
01/08/13	,0.04	,1670.09	,34.02	,93.23	,1.000033327
01/09/13	,0.02	,1687.17	,34.40	,94.37	,1.000016665
01/10/13	,0.05	,1720.03	,34.60	,96.31	,1.000041657
01/11/13	,0.07	,1783.54	,34.79	,98.26	,1.000058315
01/12/13	,0.07	,1807.78	,34.99	,100.20	,1.000058315
01/01/14	,0.04	,1822.36	,35.40	,100.42	,1.000033327
01/02/14	,0.05	,1817.04	,35.82	,100.63	,1.000041657
01/03/14	,0.05	,1863.52	,36.23	,100.85	,1.000041657
01/04/14	,0.03	,1864.26	,36.61	,101.61	,1.000024997
01/05/14	,0.03	,1889.77	,37.00	,102.36	,1.000024997
01/06/14	,0.04	,1947.09	,37.38	,103.12	,1.000033327
01/07/14	,0.03	,1973.10	,37.75	,104.07	,1.000024997
01/08/14	,0.03	,1961.53	,38.12	,105.01	,1.000024997
01/09/14	,0.02	,1993.23	,38.49	,105.96	,1.000016665
01/10/14	,0.02	,1937.27	,38.81	,104.74	,1.000016665
01/11/14	,0.02	,2044.57	,39.12	,103.53	,1.000016665
01/12/14	,0.03	,2054.27	,39.44	,102.31	,1.000024997
01/01/15	,0.03	,2028.18	,39.90	,101.29	,1.000024997
01/02/15	,0.02	,2082.20	,40.35	,100.27	,1.000016665
01/03/15	,0.03	,2079.99	,40.81	,99.25	,1.000024997
01/04/15	,0.02	,2094.86	,41.12	,97.80	,1.000016665
01/05/15	,0.02	,2111.94	,41.43	,96.36	,1.000016665
01/06/15	,0.02	,2099.29	,41.74	,94.91	,1.000016665
01/07/15	,0.03	,2094.14	,42.00	,93.49	,1.000024997
01/08/15	,0.07	,2039.87	,42.25	,92.08	,1.000058315
01/09/15	,0.02	,1944.41	,42.51	,90.66	,1.000016665
01/10/15	,0.02	,2024.81	,42.80	,89.28	,1.000016665
01/11/15	,0.12	,2080.62	,43.10	,87.91	,1.000099945
01/12/15	,0.23	,2054.08	,43.39	,86.53	,1.000191465
01/01/16	,0.26	,1918.60	,43.55	,86.50	,1.000216409
01/02/16	,0.31	,1904.42	,43.72	,86.47	,1.000257967
01/03/16	,0.29	,2021.95	,43.88	,86.44	,1.000241346
01/04/16	,0.23	,2075.54	,44.07	,86.60	,1.000191465
01/05/16	,0.27	,2065.55	,44.27	,86.76	,1.000224722
01/06/16	,0.27	,2083.89	,44.46	,86.92	,1.000224722
01/07/16	,0.3	,2148.90	,44.65	,87.64	,1.000249657
01/08/16	,0.3	,2170.95	,44.84	,88.37	,1.000249657
01/09/16	,0.29	,2157.69	,45.03	,89.09	,1.000241346
01/10/16	,0.33	,2143.02	,45.25	,90.91	,1.000274585
01/11/16	,0.45	,2164.99	,45.48	,92.73	,1.000374229
01/12/16	,0.51	,2246.63	,45.70	,94.55	,1.00042401
01/01/17	,0.51	,2275.12	,45.93	,96.46	,1.00042401
01/02/17	,0.52	,2329.91	,46.15	,98.38	,1.000432304
01/03/17	,0.74	,2366.82	,46.38	,100.29	,1.000614585
01/04/17	,0.8	,2359.31	,46.66	,101.53	,1.000664235
01/05/17	,0.89	,2395.35	,46.94	,102.78	,1.000738658
01/06/17	,0.98	,2433.99	,47.22	,104.02	,1.000813021
01/07/17	,1.07	,2454.10	,47.54	,105.04	,1.000887323
01/08/17	,1.01	,2456.22	,47.85	,106.06	,1.000837795
01/09/17	,1.03	,2492.84	,48.17	,107.08	,1.000854308
01/10/17	,1.07	,2557.00	,48.42	,108.01	,1.000887323
01/11/17	,1.23	,2593.61	,48.68	,108.95	,1.001019267
01/12/17	,1.32	,2664.34	,48.93	,109.88	,1.001093401
01/01/18	,1.41	,2789.80	,49.29	,111.73	,1.001167474
01/02/18	,1.57	,2705.16	,49.64	,113.59	,1.001299012
01/03/18	,1.7	,2702.77	,50.00	,115.44	,1.001405747
01/04/18	,1.76	,2653.63	,50.33	,117.79	,1.001454967
01/05/18	,1.86	,2701.49	,50.66	,120.13	,1.001536941
01/06/18	,1.9	,2754.35	,50.99	,122.48	,1.00156971
01/07/18	,1.96	,2793.64	,51.44	,125.12	,1.001618842
01/08/18	,2.03	,2857.82	,51.89	,127.75	,1.001676128
01/09/18	,2.13	,2901.50	,52.34	,130.39	,1.001757904
01/10/18	,2.25	,2785.46	,52.81	,131.06	,1.001855938
01/11/18	,2.33	,2723.23	,53.28	,131.72	,1.001921235
01/12/18	,2.37	,2567.31	,53.75	,132.39	,1.001953866
01/01/19	,2.37	,2607.39	,54.15	,133.06	,1.001953866
01/02/19	,2.39	,2754.86	,54.54	,133.72	,1.001970177
01/03/19	,2.4	,2803.98	,54.94	,134.39	,1.001978332
01/04/19	,2.38	,2903.80	,55.32	,134.68	,1.001962022
01/05/19	,2.35	,2854.71	,55.70	,134.98	,1.001937552
01/06/19	,2.17	,2890.17	,56.08	,135.27	,1.001790593
01/07/19	,2.1	,2996.11	,56.46	,134.48	,1.001733379
01/08/19	,1.95	,2897.50	,56.84	,133.69	,1.001610655
01/09/19	,1.89	,2982.16	,57.22	,132.90	,1.001561519
01/10/19	,1.65	,2977.68	,57.56	,135.09	,1.00136471
01/11/19	,1.54	,3104.90	,57.90	,137.28	,1.001274363
01/12/19	,1.54	,3176.75	,58.24	,139.47	,1.001274363
01/01/20	,1.52	,3278.20	,58.69	,131.76	,1.001257927
01/02/20	,1.52	,3277.31	,59.13	,124.04	,1.001257927
01/03/20	,0.29	,2652.39	,59.58	,116.33	,1.000241346
01/04/20	,0.14	,2761.98	,59.61	,110.63	,1.000116592
01/05/20	,0.13	,2919.62	,59.65	,104.93	,1.000108269
01/06/20	,0.16	,3104.66	,59.68	,99.23	,1.000133236
01/07/20	,0.13	,3207.62	,59.40	,98.89	,1.000108269
01/08/20	,0.1	,3391.71	,59.13	,98.56	,1.000083295
01/09/20	,0.11	,3365.52	,58.85	,98.22	,1.00009162
01/10/20	,0.1	,3418.70	,58.66	,96.86	,1.000083295
01/11/20	,0.09	,3548.99	,58.47	,95.49	,1.000074969
01/12/20	,0.09	,3695.31	,58.28	,94.13	,1.000074969
01/01/21	,0.08	,3793.75	,58.06	,105.49	,1.000066642
01/02/21	,0.04	,3883.43	,57.85	,116.84	,1.000033327
01/03/21	,0.03	,3910.51	,57.63	,128.20	,1.000024997
01/04/21	,0.02	,4141.18	,57.71	,138.39	,1.000016665
01/05/21	,0.02	,4167.85	,57.79	,148.57	,1.000016665
01/06/21	,0.04	,4238.49	,57.87	,158.76	,1.000033327
01/07/21	,0.05	,4363.71	,58.33	,164.32	,1.000041657
01/08/21	,0.05	,4454.21	,58.79	,169.87	,1.000041657
01/09/21	,0.04	,4445.54	,59.25	,175.43	,1.000033327
01/10/21	,0.05	,4460.71	,59.64	,182.91	,1.000041657
01/11/21	,0.05	,4667.39	,60.02	,190.39	,1.000041657
01/12/21	,0.06	,4674.77	,60.40	,197.87	,1.000049986
01/01/22	,0.15	,4573.82	,60.92	,197.88	,1.000124914
01/02/22	,0.33	,4435.98	,61.45	,197.90	,1.000274585
01/03/22	,0.44	,4391.27	,61.97	,197.91	,1.000365929
01/04/22	,0.76	,4391.30	,62.65	,196.03	,1.000631138
01/05/22	,0.98	,4040.36	,63.34	,194.14	,1.000813021
01/06/22	,1.49	,3898.95	,64.02	,192.26	,1.001233267
01/07/22	,2.23	,3911.73	,64.45	,190.58	,1.001839606
01/08/22	,2.63	,4158.56	,64.89	,188.91	,1.002165684
01/09/22	,3.13	,3850.52	,65.32	,187.23	,1.002571646
01/10/22	,3.72	,3726.05	,65.85	,182.40	,1.003048368
01/11/22	,4.15	,3917.49	,66.39	,177.58	,1.003394246
01/12/22	,4.25	,3912.38	,66.92	,172.75	,1.003474495
01/01/23	,4.54	,3960.66	,67.35	,173.56	,1.003706819
01/02/23	,4.65	,4079.68	,67.78	,174.36	,1.003794787
01/03/23	,4.69	,3968.56	,68.21	,175.17	,1.003826755
01/04/23	,4.92	,4121.47	,68.38	,177.12	,1.004010351
01/05/23	,5.14	,4146.17	,68.54	,179.06	,1.004185619
01/06/23	,5.16	,4345.37	,68.71	,181.01	,1.004201536
01/07/23	,5.25	,4508.08	,68.91	,182.09	,1.004273128
01/08/23	,5.3	,4457.36	,69.11	,183.17	,1.004312877
01/09/23	,5.32	,4409.10	,69.31	,184.25	,1.004328771
01/10/23	,5.34	,4269.40	,69.64	,186.98	,1.004344663
01/11/23	,5.27	,4460.06	,69.97	,189.70	,1.004289029
01/12/23	,5.24	,4685.05	,70.30	,192.43	,1.004265176
01/01/24	,5.22	,4815.61	,70.48	,192.08	,1.00424927
01/02/24	,5.24	,5011.96	,70.65	,191.74	,1.004265176
01/03/24	,5.24	,5170.57	,70.82	,191.39	,1.004265176
01/04/24	,5.24	,5112.49	,71.21	,193.18	,1.004265176
01/05/24	,5.25	,5235.23	,71.59	,194.97	,1.004273128
01/06/24	,5.24	,5415.14	,71.98	,196.76	,1.004265176
01/07/24	,5.2	,5538.00	,72.45	,197.93	,1.004233362
01/08/24	,5.05	,5478.21	,72.93	,199.10	,1.004113959
01/09/24	,4.72	,5621.26	,73.40	,200.27	,1.003850723
01/10/24	,4.51	,5792.32	,73.88	,203.57	,1.003682813
01/11/24	,4.42	,5929.92	,74.35	,206.87	,1.003610757
01/12/24	,4.27	,6010.91	,74.83	,210.17	,1.003490536
01/01/25	,4.21	,5979.52	,75.27	,212.34	,1.003442404
01/02/25	,4.22	,6038.69	,75.71	,214.52	,1.003450428
01/03/25	,4.2	,5683.98	,76.15	,216.69	,1.003434379
01/04/25	,4.21	,5369.50	,76.55	,218.64	,1.003442404
01/05/25	,4.25	,5810.92	,76.95	,220.58	,1.003474495
01/06/25	,4.23	,6029.95	,77.35	,222.53	,1.003458451